2026-02-24T11:18:04.022381509Z [inf]  Starting Container
2026-02-24T11:19:02.161194400Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - ==== SSA block analysis pass on 241
2026-02-24T11:19:02.161197708Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: $const40.8.1 = const(int, 0)
2026-02-24T11:19:02.161202231Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - Running <numba.core.ssa._GatherDefsHandler object at 0x7f37f4e83a90>
2026-02-24T11:19:02.161203736Z [err]  2026-02-24 11:19:01,576 - numba.core.ssa - DEBUG - on stmt: stencil_index.2 = $const40.8.1 + index00
2026-02-24T11:19:02.161210268Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: $42binary_subscr.9 = getitem(value=x, index=stencil_index.2, fn=<built-in function getitem>)
2026-02-24T11:19:02.161215723Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: $const54.11.3 = const(int, 1)
2026-02-24T11:19:02.161220016Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: stencil_index.3 = $const54.11.3 + index00
2026-02-24T11:19:02.161225459Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: $56binary_subscr.12 = getitem(value=x, index=stencil_index.3, fn=<built-in function getitem>)
2026-02-24T11:19:02.163895931Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - on stmt: jump 230
2026-02-24T11:19:02.163903543Z [err]  2026-02-24 11:19:01,577 - numba.core.ssa - DEBUG - defs defaultdict(<class 'list'>,
2026-02-24T11:19:02.163909015Z [err]              {'$102build_slice.13.1': [(<numba.core.ir.Assign object at 0x7f37f4d30650>,
2026-02-24T11:19:02.163915324Z [err]                                         0)],
2026-02-24T11:19:02.167241784Z [err]                                           0)],
2026-02-24T11:19:02.170295667Z [err]               '$30load_method.4.1': [(<numba.core.ir.Assign object at 0x7f37f4f06510>,
2026-02-24T11:19:02.170321055Z [err]                                         242)],
2026-02-24T11:19:02.174712106Z [err]                                     240)],
2026-02-24T11:19:02.174717340Z [err]               '$binop_sub210.37.1': [(<numba.core.ir.Assign object at 0x7f37f4d4b090>,
2026-02-24T11:19:02.177884879Z [err]                                     0)],
2026-02-24T11:19:02.177891852Z [err]               '$const20.4.2': [(<numba.core.ir.Assign object at 0x7f37f4eccf50>,
2026-02-24T11:19:02.186851210Z [err]                            232)],
2026-02-24T11:19:02.186862479Z [err]               'out0': [(<numba.core.ir.Assign object at 0x7f37f4d33110>, 0)],
2026-02-24T11:19:02.186870779Z [err]               'stencil_index': [(<numba.core.ir.Assign object at 0x7f37f4d3a650>,
2026-02-24T11:19:02.186877937Z [err]                                  240)],
